transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code
H000002394,A00000198,2023-11-13,WDR,83.93,BRANCH,5812,WDR ACH REF268174,2023-11-14,USD
H000002395,A00000209,2023-11-13,DEP,28.73,WIRE,5411,DEP ONLINE REF796658,2023-11-13,USD
H000002396,A00000210,2023-11-13,INT,96.11,ONLINE,5812,INT ONLINE REF668162,2023-11-14,USD
H000002397,A00000210,2023-11-13,PMT,918.35,BRANCH,4900,PMT ACH REF474876,2023-11-13,USD
H000002398,A00000210,2023-11-13,PMT,1303.75,BRANCH,4900,PMT ATM REF386500,2023-11-14,USD
H000002399,A00000212,2023-11-13,CHG,25,MOBILE,5541,CHG POS REF834955,2023-11-13,USD
H000002400,A00000213,2023-11-13,PMT,565.53,BRANCH,5912,PMT BRANCH REF989955,2023-11-13,USD
H000002401,A00000219,2023-11-13,PMT,1993.15,MOBILE,5812,PMT ONLINE REF466352,2023-11-14,USD
H000002402,A00000219,2023-11-13,FEE,12,ACH,5812,FEE WIRE REF113438,2023-11-13,USD
H000002403,A00000223,2023-11-13,WDR,76.74,ATM,5912,WDR WIRE REF532267,2023-11-13,USD
H000002404,A00000223,2023-11-13,WDR,46.92,ACH,5812,WDR ONLINE REF961303,2023-11-13,USD
H000002405,A00000226,2023-11-13,WDR,60.89,ATM,5411,WDR BRANCH REF452913,2023-11-13,USD
H000002406,A00000226,2023-11-13,DEP,2.31,ACH,5812,DEP WIRE REF575693,2023-11-13,USD
H000002407,A00000230,2023-11-13,PMT,3061.1,WIRE,5912,PMT ACH REF971891,2023-11-14,USD
H000002408,A00000230,2023-11-13,FEE,35,ONLINE,0000,FEE BRANCH REF570333,2023-11-13,USD
H000002409,A00000230,2023-11-13,CHG,3,MOBILE,6011,CHG ACH REF475563,2023-11-13,USD
H000002410,A00000231,2023-11-13,WDR,84.18,MOBILE,7011,WDR ATM REF831993,2023-11-13,USD
H000002411,A00000231,2023-11-13,WDR,14.55,ATM,5541,WDR ATM REF199914,2023-11-13,USD
H000002412,A00000238,2023-11-13,PMT,514.99,ACH,5912,PMT WIRE REF473873,2023-11-13,USD
H000002413,A00000245,2023-11-13,DEP,25.15,BRANCH,6011,DEP WIRE REF478234,2023-11-13,USD
H000002414,A00000249,2023-11-13,FEE,25,WIRE,5812,FEE POS REF559479,2023-11-13,USD
H000002415,A00000252,2023-11-13,CHG,12,WIRE,5541,CHG POS REF750043,2023-11-13,USD
H000002416,A00000252,2023-11-13,PMT,1795.43,ONLINE,5812,PMT WIRE REF585577,2023-11-13,USD
H000002417,A00000253,2023-11-13,REV,4.07,POS,5541,REV ACH REF826291,2023-11-13,USD
H000002418,A00000253,2023-11-13,WDR,14.17,POS,5812,WDR WIRE REF647903,2023-11-14,USD
H000002419,A00000258,2023-11-13,WDR,287.04,ATM,0000,WDR ATM REF552279,2023-11-13,USD
H000002420,A00000258,2023-11-13,DEP,750.86,WIRE,0000,DEP POS REF381279,2023-11-13,USD
H000002421,A00000258,2023-11-13,DEP,60.43,ACH,0000,DEP ACH REF719223,2023-11-13,USD
H000002422,A00000262,2023-11-13,DEP,38.32,BRANCH,5411,DEP ACH REF995542,2023-11-13,USD
H000002423,A00000265,2023-11-13,PMT,1065.91,BRANCH,4900,PMT WIRE REF784727,2023-11-13,USD
H000002424,A00000265,2023-11-13,CHG,3,WIRE,5411,CHG ACH REF883486,2023-11-13,USD
H000002425,A00000267,2023-11-13,CHG,35,ONLINE,0000,CHG MOBILE REF275562,2023-11-13,USD
H000002426,A00000267,2023-11-13,PMT,716.18,WIRE,5812,PMT ONLINE REF399134,2023-11-13,USD
H000002427,A00000268,2023-11-13,DEP,11.91,ATM,6011,DEP MOBILE REF359040,2023-11-13,USD
H000002428,A00000268,2023-11-13,TRF,-44.78,ATM,4900,TRF ONLINE REF741704,2023-11-13,USD
H000002429,A00000270,2023-11-13,CHG,3,BRANCH,5912,CHG WIRE REF530453,2023-11-13,USD
H000002430,A00000271,2023-11-13,FEE,35,WIRE,5912,FEE ACH REF547899,2023-11-13,USD
H000002431,A00000274,2023-11-13,PMT,516.85,POS,5411,PMT ACH REF179749,2023-11-14,USD
H000002432,A00000282,2023-11-13,DEP,239.4,WIRE,7011,DEP MOBILE REF799450,2023-11-13,USD
H000002433,A00000282,2023-11-13,TRF,194.04,MOBILE,5411,TRF MOBILE REF948169,2023-11-13,USD
H000002434,A00000283,2023-11-13,INT,145.64,ONLINE,0000,INT WIRE REF567559,2023-11-14,USD
H000002435,A00000290,2023-11-13,PMT,1774.75,BRANCH,4900,PMT MOBILE REF114567,2023-11-13,USD
H000002436,A00000297,2023-11-13,PMT,461.57,WIRE,7011,PMT ATM REF486814,2023-11-13,USD
H000002437,A00000299,2023-11-13,INT,24.04,MOBILE,5912,INT ONLINE REF145019,2023-11-13,USD
H000002438,A00000300,2023-11-13,PMT,1402.85,BRANCH,6011,PMT ONLINE REF618351,2023-11-13,USD
H000002439,A00000301,2023-11-13,PMT,1071.69,WIRE,5812,PMT WIRE REF275033,2023-11-14,USD
H000002440,A00000302,2023-11-13,INT,126.88,BRANCH,0000,INT POS REF101992,2023-11-14,USD
H000002441,A00000303,2023-11-13,DEP,311.37,POS,5812,DEP ATM REF821491,2023-11-14,USD
H000002442,A00000309,2023-11-13,PMT,831.05,ACH,5912,PMT WIRE REF800376,2023-11-13,USD
H000002443,A00000310,2023-11-13,PMT,2293.93,ACH,5411,PMT ATM REF374299,2023-11-13,USD
H000002444,A00000313,2023-11-13,WDR,111.19,ATM,0000,WDR POS REF460658,2023-11-14,USD
H000002445,A00000318,2023-11-13,WDR,17.25,POS,5912,WDR MOBILE REF630266,2023-11-13,USD
H000002446,A00000318,2023-11-13,DEP,118.81,ATM,4900,DEP POS REF904879,2023-11-13,USD
H000002447,A00000319,2023-11-13,WDR,162.16,ATM,0000,WDR WIRE REF276952,2023-11-13,USD
H000002448,A00000324,2023-11-13,PMT,1317.76,ONLINE,4900,PMT WIRE REF348077,2023-11-13,USD
H000002449,A00000324,2023-11-13,PMT,314.08,WIRE,4900,PMT BRANCH REF353697,2023-11-14,USD
H000002450,A00000326,2023-11-13,CHG,12,BRANCH,4900,CHG ACH REF551448,2023-11-13,USD
H000002451,A00000327,2023-11-13,ADJ,-41,MOBILE,4900,ADJ ACH REF764428,2023-11-13,USD
H000002452,A00000327,2023-11-13,DEP,6.69,ACH,0000,DEP WIRE REF335035,2023-11-13,USD
H000002453,A00000330,2023-11-13,PMT,513.58,WIRE,5541,PMT ACH REF357437,2023-11-13,USD
H000002454,A00000331,2023-11-13,WDR,17.66,POS,0000,WDR ACH REF979025,2023-11-14,USD
H000002455,A00000333,2023-11-13,CHG,25,MOBILE,5411,CHG ATM REF548538,2023-11-14,USD
H000002456,A00000336,2023-11-13,WDR,5.03,ACH,5411,WDR POS REF719101,2023-11-13,USD
H000002457,A00000336,2023-11-13,WDR,111,MOBILE,5541,WDR WIRE REF450359,2023-11-13,USD
H000002458,A00000338,2023-11-13,DEP,327.79,ATM,5912,DEP ATM REF680798,2023-11-13,USD
H000002459,A00000339,2023-11-13,CHG,25,ATM,7011,CHG ATM REF124899,2023-11-13,USD
H000002460,A00000342,2023-11-13,WDR,110.53,POS,5912,WDR ACH REF245357,2023-11-13,USD
H000002461,A00000342,2023-11-13,DEP,152.12,WIRE,5912,DEP POS REF790230,2023-11-13,USD
H000002462,A00000348,2023-11-13,PMT,573.6,POS,4900,PMT BRANCH REF331660,2023-11-13,USD
H000002463,A00000353,2023-11-13,WDR,496.54,WIRE,5411,WDR WIRE REF430317,2023-11-13,USD
H000002464,A00000353,2023-11-13,DEP,16.07,POS,5411,DEP MOBILE REF639218,2023-11-13,USD
H000002465,A00000354,2023-11-13,DEP,31.39,ONLINE,5812,DEP ACH REF551594,2023-11-13,USD
H000002466,A00000357,2023-11-13,DEP,88.95,MOBILE,4900,DEP ATM REF626890,2023-11-14,USD
H000002467,A00000361,2023-11-13,CHG,25,ACH,7011,CHG MOBILE REF312568,2023-11-13,USD
H000002468,A00000370,2023-11-13,WDR,199.56,ATM,6011,WDR MOBILE REF800780,2023-11-13,USD
H000002469,A00000372,2023-11-13,DEP,30.85,BRANCH,5541,DEP ACH REF675706,2023-11-13,USD
H000002470,A00000384,2023-11-13,WDR,52.55,WIRE,5812,WDR BRANCH REF655721,2023-11-13,USD
H000002471,A00000385,2023-11-13,FEE,3,ATM,7011,FEE BRANCH REF452607,2023-11-13,USD
H000002472,A00000388,2023-11-13,CHG,3,MOBILE,6011,CHG BRANCH REF297916,2023-11-13,USD
H000002473,A00000388,2023-11-13,CHG,9.95,MOBILE,5411,CHG ONLINE REF248961,2023-11-14,USD
H000002474,A00000388,2023-11-13,FEE,9.95,ACH,7011,FEE MOBILE REF336305,2023-11-13,USD
H000002475,A00000389,2023-11-13,DEP,186.1,MOBILE,5411,DEP ONLINE REF718061,2023-11-13,USD
H000002476,A00000390,2023-11-13,DEP,158,MOBILE,6011,DEP BRANCH REF498649,2023-11-13,USD
H000002477,A00000391,2023-11-13,PMT,426.4,WIRE,6011,PMT WIRE REF581111,2023-11-13,USD
H000002478,A00000393,2023-11-13,PMT,815.21,BRANCH,5411,PMT BRANCH REF876192,2023-11-13,USD
H000002479,A00000393,2023-11-13,FEE,25,BRANCH,0000,FEE ACH REF551255,2023-11-13,USD
H000002480,A00000393,2023-11-13,PMT,1126.36,WIRE,5812,PMT ACH REF787394,2023-11-13,USD
H000002481,A00000397,2023-11-13,PMT,1216.5,MOBILE,0000,PMT WIRE REF572323,2023-11-13,USD
H000002482,A00000400,2023-11-13,CHG,3,MOBILE,0000,CHG ATM REF216241,2023-11-14,USD
H000002483,A00000401,2023-11-13,INT,93.58,POS,5912,INT POS REF935108,2023-11-13,USD
H000002484,A00000401,2023-11-13,FEE,35,POS,0000,FEE WIRE REF481919,2023-11-13,USD
H000002485,A00000403,2023-11-13,DEP,8.29,ATM,0000,DEP POS REF748401,2023-11-13,USD
H000002486,A00000410,2023-11-13,CHG,35,BRANCH,4900,CHG POS REF409069,2023-11-13,USD
H000002487,A00000410,2023-11-13,PMT,1653.83,MOBILE,0000,PMT ATM REF762163,2023-11-13,USD
H000002488,A00000414,2023-11-13,DEP,20.64,ONLINE,5912,DEP ATM REF665876,2023-11-13,USD
H000002489,A00000415,2023-11-13,PMT,1246.85,ATM,5912,PMT ATM REF498667,2023-11-13,USD
H000002490,A00000416,2023-11-13,WDR,91.43,WIRE,4900,WDR MOBILE REF494133,2023-11-13,USD
H000002491,A00000416,2023-11-13,TRF,120.27,POS,5912,TRF POS REF945825,2023-11-13,USD
H000002492,A00000416,2023-11-13,TRF,-254.84,BRANCH,0000,TRF MOBILE REF799113,2023-11-13,USD
H000002493,A00000417,2023-11-13,DEP,19.14,MOBILE,4900,DEP WIRE REF539913,2023-11-13,USD
H000002494,A00000420,2023-11-13,INT,156.87,BRANCH,0000,INT BRANCH REF648772,2023-11-13,USD
H000002495,A00000420,2023-11-13,INT,97.05,POS,0000,INT BRANCH REF817066,2023-11-13,USD
H000002496,A00000432,2023-11-13,ADJ,-29.55,BRANCH,5812,ADJ ATM REF656349,2023-11-13,USD
H000002497,A00000438,2023-11-13,INT,203.08,ATM,4900,INT MOBILE REF832259,2023-11-13,USD
H000002498,A00000441,2023-11-13,PMT,377.16,ATM,5541,PMT POS REF716648,2023-11-13,USD
H000002499,A00000443,2023-11-13,PMT,1915.63,WIRE,0000,PMT MOBILE REF546367,2023-11-13,USD
H000002500,A00000446,2023-11-13,FEE,35,ACH,5912,FEE MOBILE REF300269,2023-11-13,USD
H000002501,A00000449,2023-11-13,DEP,67.77,ONLINE,7011,DEP BRANCH REF125308,2023-11-13,USD
H000002502,A00000452,2023-11-13,PMT,1928.75,BRANCH,5812,PMT ACH REF742138,2023-11-13,USD
H000002503,A00000452,2023-11-13,CHG,3,WIRE,6011,CHG MOBILE REF783309,2023-11-13,USD
H000002504,A00000452,2023-11-13,CHG,3,ACH,5912,CHG MOBILE REF353250,2023-11-13,USD
H000002505,A00000454,2023-11-13,WDR,59.7,ACH,4900,WDR POS REF558613,2023-11-13,USD
H000002506,A00000461,2023-11-13,FEE,3,WIRE,5411,FEE WIRE REF795424,2023-11-13,USD
H000002507,A00000461,2023-11-13,PMT,640.07,ATM,0000,PMT WIRE REF661275,2023-11-13,USD
H000002508,A00000461,2023-11-13,CHG,25,BRANCH,5541,CHG ONLINE REF273887,2023-11-13,USD
H000002509,A00000467,2023-11-13,PMT,1723.87,POS,6011,PMT ONLINE REF899411,2023-11-13,USD
H000002510,A00000477,2023-11-13,WDR,83.78,MOBILE,5411,WDR BRANCH REF422931,2023-11-13,USD
H000002511,A00000479,2023-11-13,REV,198.19,BRANCH,4900,REV ACH REF713548,2023-11-13,USD
H000002512,A00000480,2023-11-13,CHG,25,ACH,6011,CHG POS REF728532,2023-11-13,USD
H000002513,A00000483,2023-11-13,PMT,868.52,ONLINE,4900,PMT BRANCH REF861003,2023-11-13,USD
H000002514,A00000002,2023-11-14,WDR,404.54,BRANCH,5411,WDR POS REF390472,2023-11-14,USD
H000002515,A00000004,2023-11-14,CHG,25,ONLINE,4900,CHG ONLINE REF354716,2023-11-14,USD
H000002516,A00000013,2023-11-14,WDR,17.66,POS,0000,WDR MOBILE REF561939,2023-11-14,USD
H000002517,A00000021,2023-11-14,CHG,12,POS,5541,CHG ONLINE REF969361,2023-11-14,USD
H000002518,A00000028,2023-11-14,CHG,35,POS,6011,CHG ONLINE REF479083,2023-11-14,USD
H000002519,A00000029,2023-11-14,TRF,3.91,ACH,5912,TRF ACH REF124965,2023-11-14,USD
H000002520,A00000029,2023-11-14,DEP,129.38,ACH,7011,DEP WIRE REF675934,2023-11-14,USD
H000002521,A00000031,2023-11-14,INT,144.3,ACH,5411,INT MOBILE REF862165,2023-11-14,USD
H000002522,A00000032,2023-11-14,DEP,83.58,ATM,5912,DEP ATM REF524642,2023-11-15,USD
H000002523,A00000034,2023-11-14,WDR,168.15,BRANCH,0000,WDR ATM REF492010,2023-11-15,USD
H000002524,A00000036,2023-11-14,PMT,2946.84,BRANCH,5812,PMT ONLINE REF211123,2023-11-14,USD
H000002525,A00000047,2023-11-14,PMT,1501.79,POS,0000,PMT ATM REF387198,2023-11-15,USD
H000002526,A00000049,2023-11-14,CHG,9.95,WIRE,5541,CHG WIRE REF956750,2023-11-15,USD
H000002527,A00000051,2023-11-14,WDR,57.28,BRANCH,6011,WDR POS REF204455,2023-11-14,USD
H000002528,A00000053,2023-11-14,INT,33.61,ATM,5411,INT MOBILE REF351732,2023-11-14,USD
H000002529,A00000055,2023-11-14,FEE,12,MOBILE,6011,FEE ONLINE REF655950,2023-11-14,USD
H000002530,A00000055,2023-11-14,PMT,303.28,MOBILE,7011,PMT POS REF267945,2023-11-14,USD
H000002531,A00000061,2023-11-14,PMT,385.05,POS,5912,PMT WIRE REF386350,2023-11-14,USD
H000002532,A00000065,2023-11-14,INT,27.29,ACH,5812,INT BRANCH REF264783,2023-11-14,USD
H000002533,A00000067,2023-11-14,INT,127.24,ONLINE,5541,INT BRANCH REF207052,2023-11-14,USD
H000002534,A00000068,2023-11-14,DEP,131.88,MOBILE,7011,DEP POS REF717529,2023-11-15,USD
H000002535,A00000070,2023-11-14,CHG,12,ATM,4900,CHG ONLINE REF195069,2023-11-14,USD
H000002536,A00000070,2023-11-14,FEE,35,ACH,5812,FEE WIRE REF449921,2023-11-14,USD
H000002537,A00000071,2023-11-14,INT,163.91,ONLINE,4900,INT BRANCH REF168255,2023-11-15,USD
H000002538,A00000071,2023-11-14,INT,207.65,ONLINE,5912,INT POS REF616487,2023-11-15,USD
H000002539,A00000082,2023-11-14,INT,73.2,MOBILE,5541,INT ONLINE REF460703,2023-11-14,USD
H000002540,A00000092,2023-11-14,REF,2792,WIRE,6011,REF ACH REF464802,2023-11-14,USD
H000002541,A00000097,2023-11-14,PMT,515.23,MOBILE,0000,PMT ATM REF280841,2023-11-14,USD
H000002542,A00000097,2023-11-14,PMT,1149.4,ONLINE,5912,PMT POS REF246349,2023-11-14,USD
H000002543,A00000099,2023-11-14,CHG,12,ACH,5411,CHG ONLINE REF703088,2023-11-14,USD
H000002544,A00000101,2023-11-14,REV,96.84,MOBILE,5812,REV ONLINE REF857029,2023-11-14,USD
H000002545,A00000107,2023-11-14,WDR,9.37,MOBILE,5411,WDR MOBILE REF498961,2023-11-14,USD
H000002546,A00000107,2023-11-14,DEP,6.97,ONLINE,5812,DEP WIRE REF953208,2023-11-14,USD
H000002547,A00000107,2023-11-14,DEP,54.78,MOBILE,5411,DEP BRANCH REF250231,2023-11-14,USD
H000002548,A00000108,2023-11-14,CHG,9.95,POS,5411,CHG MOBILE REF638584,2023-11-14,USD
H000002549,A00000110,2023-11-14,PMT,504.97,ATM,5812,PMT MOBILE REF276271,2023-11-14,USD
H000002550,A00000111,2023-11-14,INT,129.29,POS,5812,INT ONLINE REF980575,2023-11-15,USD
H000002551,A00000111,2023-11-14,CHG,25,WIRE,5541,CHG POS REF168311,2023-11-14,USD
H000002552,A00000117,2023-11-14,DEP,712.21,ATM,0000,DEP POS REF321061,2023-11-14,USD
H000002553,A00000118,2023-11-14,DEP,39.3,WIRE,5812,DEP WIRE REF161896,2023-11-15,USD
H000002554,A00000120,2023-11-14,TRF,59.93,ACH,6011,TRF BRANCH REF727803,2023-11-14,USD
H000002555,A00000123,2023-11-14,PMT,359.74,BRANCH,5912,PMT BRANCH REF933336,2023-11-14,USD
H000002556,A00000124,2023-11-14,PMT,2375.82,WIRE,0000,PMT POS REF151174,2023-11-15,USD
H000002557,A00000128,2023-11-14,DEP,1057.48,POS,5541,DEP MOBILE REF224047,2023-11-15,USD
H000002558,A00000132,2023-11-14,DEP,46.76,ACH,7011,DEP ATM REF700361,2023-11-15,USD
H000002559,A00000136,2023-11-14,TRF,111.52,MOBILE,6011,TRF POS REF429171,2023-11-14,USD
H000002560,A00000137,2023-11-14,WDR,96.64,ATM,4900,WDR MOBILE REF234294,2023-11-14,USD
H000002561,A00000138,2023-11-14,WDR,30.33,ATM,5541,WDR POS REF403576,2023-11-15,USD
H000002562,A00000139,2023-11-14,CHG,25,POS,5812,CHG BRANCH REF643909,2023-11-14,USD
H000002563,A00000143,2023-11-14,DEP,2.66,MOBILE,7011,DEP MOBILE REF936263,2023-11-14,USD
H000002564,A00000144,2023-11-14,WDR,28.76,MOBILE,0000,WDR ACH REF668680,2023-11-14,USD
H000002565,A00000146,2023-11-14,TRF,9.5,ONLINE,6011,TRF ACH REF407619,2023-11-14,USD
H000002566,A00000146,2023-11-14,DEP,75.16,ACH,6011,DEP BRANCH REF379487,2023-11-14,USD
H000002567,A00000152,2023-11-14,DEP,66.64,BRANCH,5912,DEP BRANCH REF249183,2023-11-15,USD
H000002568,A00000154,2023-11-14,DEP,224.59,POS,5812,DEP BRANCH REF409762,2023-11-14,USD
H000002569,A00000154,2023-11-14,TRF,379.01,ONLINE,5812,TRF WIRE REF108564,2023-11-14,USD
H000002570,A00000160,2023-11-14,DEP,15.5,WIRE,7011,DEP ATM REF510141,2023-11-14,USD
H000002571,A00000160,2023-11-14,DEP,62.41,MOBILE,7011,DEP BRANCH REF250913,2023-11-14,USD
H000002572,A00000163,2023-11-14,INT,18.87,WIRE,4900,INT ONLINE REF218163,2023-11-14,USD
H000002573,A00000163,2023-11-14,INT,29.69,MOBILE,4900,INT ACH REF533316,2023-11-14,USD
H000002574,A00000166,2023-11-14,DEP,33.45,WIRE,5812,DEP ACH REF102560,2023-11-14,USD
H000002575,A00000174,2023-11-14,PMT,3057.25,WIRE,4900,PMT ONLINE REF258630,2023-11-15,USD
H000002576,A00000176,2023-11-14,DEP,10.69,ONLINE,5541,DEP ONLINE REF767718,2023-11-14,USD
H000002577,A00000176,2023-11-14,TRF,-49.22,WIRE,0000,TRF ACH REF913278,2023-11-14,USD
H000002578,A00000176,2023-11-14,DEP,321.54,ACH,5912,DEP ATM REF135262,2023-11-14,USD
H000002579,A00000177,2023-11-14,FEE,9.95,ONLINE,5912,FEE WIRE REF383834,2023-11-14,USD
H000002580,A00000184,2023-11-14,WDR,58.77,MOBILE,6011,WDR MOBILE REF838736,2023-11-15,USD
H000002581,A00000184,2023-11-14,WDR,32.93,POS,7011,WDR POS REF374787,2023-11-14,USD
H000002582,A00000188,2023-11-14,PMT,2496.56,WIRE,6011,PMT ACH REF762228,2023-11-14,USD
H000002583,A00000190,2023-11-14,PMT,1416.95,ACH,0000,PMT ONLINE REF911190,2023-11-14,USD
H000002584,A00000190,2023-11-14,PMT,1775.15,WIRE,5812,PMT POS REF636513,2023-11-15,USD
H000002585,A00000194,2023-11-14,CHG,3,ONLINE,7011,CHG POS REF555274,2023-11-14,USD
H000002586,A00000194,2023-11-14,PMT,449.46,MOBILE,5411,PMT ATM REF943867,2023-11-14,USD
H000002587,A00000195,2023-11-14,INT,63.17,ONLINE,5411,INT ATM REF816551,2023-11-14,USD
H000002588,A00000195,2023-11-14,CHG,35,WIRE,0000,CHG WIRE REF569695,2023-11-14,USD
H000002589,A00000196,2023-11-14,DEP,166.95,WIRE,4900,DEP ACH REF166210,2023-11-14,USD
H000002590,A00000199,2023-11-14,CHG,9.95,ONLINE,7011,CHG BRANCH REF477880,2023-11-14,USD
H000002591,A00000199,2023-11-14,PMT,394.11,ONLINE,4900,PMT ONLINE REF357913,2023-11-14,USD
H000002592,A00000201,2023-11-14,CHG,12,ONLINE,5912,CHG ACH REF782741,2023-11-14,USD
H000002593,A00000201,2023-11-14,PMT,511.29,ONLINE,4900,PMT ATM REF690241,2023-11-14,USD
H000002594,A00000202,2023-11-14,PMT,1079.66,ONLINE,5541,PMT POS REF673598,2023-11-14,USD
H000002595,A00000202,2023-11-14,CHG,9.95,ONLINE,5812,CHG ACH REF918845,2023-11-14,USD
H000002596,A00000205,2023-11-14,CHG,3,POS,4900,CHG MOBILE REF425612,2023-11-14,USD
H000002597,A00000210,2023-11-14,CHG,25,ACH,5541,CHG BRANCH REF752777,2023-11-14,USD
H000002598,A00000212,2023-11-14,PMT,1669.94,BRANCH,0000,PMT POS REF536222,2023-11-15,USD
H000002599,A00000214,2023-11-14,INT,138.55,POS,0000,INT MOBILE REF834535,2023-11-15,USD
H000002600,A00000217,2023-11-14,CHG,3,BRANCH,5812,CHG ACH REF162612,2023-11-15,USD
H000002601,A00000217,2023-11-14,CHG,3,MOBILE,5411,CHG POS REF819193,2023-11-14,USD
H000002602,A00000218,2023-11-14,DEP,114.44,ATM,5812,DEP ACH REF107950,2023-11-14,USD
H000002603,A00000222,2023-11-14,PMT,2119.74,ONLINE,4900,PMT ONLINE REF791359,2023-11-15,USD
H000002604,A00000222,2023-11-14,INT,126.11,MOBILE,7011,INT ATM REF214401,2023-11-14,USD
H000002605,A00000229,2023-11-14,WDR,243.22,ONLINE,6011,WDR WIRE REF783868,2023-11-14,USD
H000002606,A00000231,2023-11-14,WDR,170.34,ONLINE,5411,WDR ONLINE REF526558,2023-11-14,USD
H000002607,A00000231,2023-11-14,DEP,1929.94,ATM,5812,DEP BRANCH REF216511,2023-11-14,USD
H000002608,A00000237,2023-11-14,WDR,29.81,ACH,5411,WDR ACH REF841940,2023-11-14,USD
H000002609,A00000239,2023-11-14,PMT,1337.79,ONLINE,4900,PMT ATM REF207393,2023-11-14,USD
H000002610,A00000242,2023-11-14,WDR,880.17,ACH,5541,WDR MOBILE REF689345,2023-11-15,USD
H000002611,A00000244,2023-11-14,CHG,3,ACH,5812,CHG MOBILE REF991370,2023-11-14,USD
H000002612,A00000245,2023-11-14,WDR,123.05,ONLINE,4900,WDR MOBILE REF432131,2023-11-15,USD
H000002613,A00000246,2023-11-14,PMT,2820.32,ATM,6011,PMT POS REF988364,2023-11-14,USD
H000002614,A00000246,2023-11-14,CHG,9.95,ACH,5812,CHG BRANCH REF865248,2023-11-14,USD
H000002615,A00000246,2023-11-14,CHG,25,ACH,5411,CHG ONLINE REF268796,2023-11-14,USD
H000002616,A00000256,2023-11-14,CHG,3,ACH,5541,CHG WIRE REF944428,2023-11-14,USD
H000002617,A00000259,2023-11-14,PMT,1080.56,ONLINE,6011,PMT ATM REF951712,2023-11-14,USD
H000002618,A00000262,2023-11-14,WDR,17.88,ACH,5912,WDR ATM REF398396,2023-11-14,USD
H000002619,A00000264,2023-11-14,DEP,9.01,ONLINE,5912,DEP ONLINE REF964575,2023-11-15,USD
H000002620,A00000264,2023-11-14,WDR,592.46,ATM,5541,WDR MOBILE REF790858,2023-11-15,USD
H000002621,A00000264,2023-11-14,WDR,118.59,POS,5411,WDR MOBILE REF928033,2023-11-14,USD
H000002622,A00000265,2023-11-14,CHG,12,MOBILE,5541,CHG ONLINE REF907477,2023-11-14,USD
H000002623,A00000265,2023-11-14,INT,19.53,ATM,5812,INT ONLINE REF318261,2023-11-14,USD
H000002624,A00000266,2023-11-14,PMT,1552.51,ONLINE,5541,PMT ACH REF955510,2023-11-15,USD
H000002625,A00000275,2023-11-14,INT,152.8,ATM,5411,INT ATM REF115596,2023-11-14,USD
H000002626,A00000275,2023-11-14,PMT,1637.84,ACH,5541,PMT WIRE REF932585,2023-11-14,USD
H000002627,A00000275,2023-11-14,CHG,12,ACH,6011,CHG POS REF333960,2023-11-14,USD
H000002628,A00000278,2023-11-14,WDR,109.43,MOBILE,5541,WDR ONLINE REF923155,2023-11-14,USD
H000002629,A00000278,2023-11-14,TRF,135.05,ATM,4900,TRF ATM REF361144,2023-11-14,USD
H000002630,A00000278,2023-11-14,TRF,35.39,ONLINE,5411,TRF WIRE REF276665,2023-11-14,USD
H000002631,A00000280,2023-11-14,PMT,947.67,ATM,4900,PMT MOBILE REF577622,2023-11-14,USD
H000002632,A00000282,2023-11-14,WDR,199.41,BRANCH,0000,WDR ONLINE REF943736,2023-11-15,USD
H000002633,A00000283,2023-11-14,TRF,-171.93,POS,6011,TRF WIRE REF166149,2023-11-14,USD
H000002634,A00000283,2023-11-14,WDR,381.12,WIRE,6011,WDR BRANCH REF541662,2023-11-14,USD
H000002635,A00000286,2023-11-14,DEP,117.49,ATM,7011,DEP WIRE REF882143,2023-11-14,USD
H000002636,A00000291,2023-11-14,INT,211.31,BRANCH,5912,INT ATM REF194369,2023-11-15,USD
H000002637,A00000291,2023-11-14,ADJ,24.45,ACH,7011,ADJ WIRE REF234058,2023-11-14,USD
H000002638,A00000291,2023-11-14,TRF,200.51,BRANCH,0000,TRF ATM REF159436,2023-11-14,USD
H000002639,A00000294,2023-11-14,REF,798.4,WIRE,5411,REF ATM REF779280,2023-11-14,USD
H000002640,A00000294,2023-11-14,CHG,35,ATM,6011,CHG ONLINE REF800494,2023-11-14,USD
H000002641,A00000297,2023-11-14,CHG,35,ATM,6011,CHG WIRE REF466003,2023-11-14,USD
H000002642,A00000299,2023-11-14,TRF,-26.78,MOBILE,5812,TRF ATM REF966215,2023-11-14,USD
H000002643,A00000300,2023-11-14,PMT,736.86,ATM,7011,PMT ATM REF967842,2023-11-14,USD
H000002644,A00000300,2023-11-14,PMT,600.26,WIRE,7011,PMT ATM REF951858,2023-11-14,USD
H000002645,A00000301,2023-11-14,INT,213.45,ONLINE,0000,INT ACH REF650916,2023-11-14,USD
H000002646,A00000305,2023-11-14,PMT,2283.27,ACH,7011,PMT POS REF959116,2023-11-14,USD
H000002647,A00000305,2023-11-14,PMT,2714.66,POS,5912,PMT BRANCH REF650784,2023-11-14,USD
H000002648,A00000309,2023-11-14,REF,967.66,WIRE,5411,REF WIRE REF802450,2023-11-14,USD
H000002649,A00000309,2023-11-14,INT,215.79,WIRE,5812,INT ACH REF751011,2023-11-15,USD
H000002650,A00000311,2023-11-14,DEP,297.79,POS,5812,DEP ATM REF803666,2023-11-14,USD
