transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code,account_type,customer_id,customer_segment,region_code,branch_id,pre_txn_balance,post_txn_balance,risk_rating,running_balance
T000000153,A00000114,2024-01-31,INT,117.71,ONLINE,0000,INT WIRE REF360420,2024-01-31,USD,CHK,C0000062,RET,SW,B003,3347.8,3465.51,3,3465.51
T000000154,A00000114,2024-01-31,DEP,49.98,BRANCH,7011,DEP MOBILE REF793972,2024-01-31,USD,CHK,C0000062,RET,SW,B003,3347.8,3397.78,3,3515.4900000000002
T000000155,A00000114,2024-01-31,WDR,95.09,ONLINE,4900,WDR ATM REF810482,2024-01-31,USD,CHK,C0000062,RET,SW,B003,3347.8,3252.71,3,3420.4
T000000156,A00000115,2024-01-31,WDR,117.79,BRANCH,4900,WDR ACH REF789219,2024-01-31,USD,SAV,C0000062,RET,SW,B002,3550.14,3432.35,3,3432.35
T000000157,A00000115,2024-01-31,WDR,139.22,POS,7011,WDR BRANCH REF363462,2024-01-31,USD,SAV,C0000062,RET,SW,B002,3550.14,3410.92,3,3293.13
T000000158,A00000115,2024-01-31,WDR,111.03,WIRE,6011,WDR BRANCH REF845515,2024-01-31,USD,SAV,C0000062,RET,SW,B002,3550.14,3439.1099999999997,3,3182.1
T000000159,A00000117,2024-01-31,FEE,35,ACH,7011,FEE WIRE REF763799,2024-01-31,USD,CHK,C0000064,RET,MW,B031,37035.6,37000.6,3,37000.6
T000000160,A00000118,2024-01-31,DEP,389.28,ONLINE,0000,DEP WIRE REF306022,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241732.35,3,241732.35
T000000161,A00000118,2024-01-31,WDR,141.75,MOBILE,7011,WDR ATM REF805172,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241201.32,3,241590.6
T000000162,A00000118,2024-01-31,ADJ,19.72,ACH,0000,ADJ ATM REF496722,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241362.79,3,241610.32
T000000163,A00000118,2024-01-31,WDR,37.65,ATM,5541,WDR BRANCH REF978948,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241305.42,3,241572.67
T000000164,A00000118,2024-01-31,WDR,29.86,POS,5541,WDR WIRE REF739379,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241313.21000000002,3,241542.81000000003
T000000165,A00000118,2024-01-31,INT,80.51,MOBILE,4900,INT POS REF312669,2024-01-31,USD,SAV,C0000065,RET,SE,B040,241343.07,241423.58000000002,3,241623.32000000004
T000000166,A00000119,2024-01-31,DEP,152.16,BRANCH,7011,DEP WIRE REF492289,2024-01-31,USD,CD,C0000065,RET,SE,B015,147892.5,148044.66,3,148044.66
T000000167,A00000119,2024-01-31,REV,102.04,ONLINE,5812,REV BRANCH REF959030,2024-02-01,USD,CD,C0000065,RET,SE,B015,147892.5,147994.54,3,148146.7
T000000168,A00000119,2024-01-31,WDR,127.46,MOBILE,0000,WDR BRANCH REF511791,2024-01-31,USD,CD,C0000065,RET,SE,B015,147892.5,147765.04,3,148019.24000000002
T000000169,A00000120,2024-01-31,INT,48.02,ONLINE,5812,INT MOBILE REF339896,2024-01-31,USD,SAV,C0000065,RET,SE,B044,1293.6,1341.62,3,1341.62
T000000170,A00000121,2024-01-31,FEE,12,MOBILE,6011,FEE ATM REF331652,2024-01-31,USD,CC,C0000066,RET,SE,B024,3037.79,3025.79,4,3025.79
T000000171,A00000123,2024-01-31,INT,127.9,BRANCH,4900,INT ONLINE REF850171,2024-01-31,USD,CC,C0000067,RET,SW,B009,4021.72,4149.62,3,4149.62
T000000172,A00000125,2024-01-31,WDR,72.38,WIRE,5411,WDR ATM REF751059,2024-01-31,USD,MMA,C0000068,PREM,NW,B003,60158.99,60086.61,1,60086.61
T000000173,A00000125,2024-01-31,WDR,184.87,MOBILE,5541,WDR ATM REF951737,2024-01-31,USD,MMA,C0000068,PREM,NW,B003,60158.99,59974.119999999995,1,59901.74
T000000174,A00000128,2024-01-31,FEE,25,MOBILE,6011,FEE MOBILE REF254734,2024-01-31,USD,CHK,C0000070,SMB,MW,B033,7631.36,7606.36,1,7606.36
T000000175,A00000129,2024-01-31,PMT,2047.97,BRANCH,0000,PMT WIRE REF340459,2024-02-01,USD,MTG,C0000070,SMB,MW,B028,392936.03,390888.06000000006,1,390888.06000000006
T000000176,A00000130,2024-01-31,CHG,25,ATM,0000,CHG MOBILE REF617159,2024-01-31,USD,MTG,C0000071,RET,NW,B035,492263.78,492238.78,2,492238.78
T000000177,A00000130,2024-01-31,CHG,25,POS,7011,CHG MOBILE REF757589,2024-01-31,USD,MTG,C0000071,RET,NW,B035,492263.78,492238.78,2,492213.78
T000000178,A00000132,2024-01-31,DEP,43.58,ACH,5541,DEP ATM REF838206,2024-01-31,USD,CHK,C0000071,RET,NW,B045,6682.73,6726.3099999999995,2,6726.3099999999995
T000000179,A00000133,2024-01-31,TRF,-14.16,WIRE,6011,TRF ATM REF798306,2024-01-31,USD,CHK,C0000071,RET,NW,B047,741.69,727.5300000000001,2,727.5300000000001
T000000180,A00000133,2024-01-31,TRF,-1.03,WIRE,5541,TRF ONLINE REF821230,2024-01-31,USD,CHK,C0000071,RET,NW,B047,741.69,740.6600000000001,2,726.5000000000001
T000000181,A00000133,2024-01-31,WDR,137.48,POS,7011,WDR MOBILE REF512842,2024-01-31,USD,CHK,C0000071,RET,NW,B047,741.69,604.21,2,589.0200000000001
T000000182,A00000133,2024-01-31,WDR,486.95,BRANCH,4900,WDR WIRE REF993820,2024-01-31,USD,CHK,C0000071,RET,NW,B047,741.69,254.74000000000007,2,102.0700000000001
T000000183,A00000133,2024-01-31,TRF,-653.07,ONLINE,5541,TRF ONLINE REF526473,2024-01-31,USD,CHK,C0000071,RET,NW,B047,741.69,88.62,2,-551
T000000184,A00000133,2024-01-31,DEP,186.28,MOBILE,5411,DEP ACH REF407639,2024-02-01,USD,CHK,C0000071,RET,NW,B047,741.69,927.97,2,-364.72
T000000185,A00000134,2024-01-31,INT,233.57,BRANCH,0000,INT MOBILE REF465474,2024-01-31,USD,CC,C0000072,SMB,NE,B039,6329.91,6563.48,2,6563.48
T000000186,A00000134,2024-01-31,PMT,62.29,ACH,0000,PMT WIRE REF919014,2024-01-31,USD,CC,C0000072,SMB,NE,B039,6329.91,6267.62,2,6501.19
T000000187,A00000136,2024-01-31,DEP,27.71,ATM,5912,DEP POS REF330972,2024-01-31,USD,CHK,C0000073,RET,SE,B045,1803.71,1831.42,5,1831.42
T000000188,A00000136,2024-01-31,DEP,273.85,BRANCH,5411,DEP ACH REF122956,2024-01-31,USD,CHK,C0000073,RET,SE,B045,1803.71,2077.56,5,2105.27
T000000189,A00000136,2024-01-31,DEP,26.45,POS,5812,DEP ONLINE REF331938,2024-01-31,USD,CHK,C0000073,RET,SE,B045,1803.71,1830.16,5,2131.72
T000000190,A00000137,2024-01-31,WDR,92.13,ATM,7011,WDR MOBILE REF639348,2024-01-31,USD,CD,C0000073,RET,SE,B021,36028.71,35936.58,5,35936.58
T000000191,A00000138,2024-01-31,WDR,649.81,ONLINE,4900,WDR ONLINE REF709577,2024-01-31,USD,CD,C0000073,RET,SE,B032,40862.06,40212.25,5,40212.25
T000000192,A00000139,2024-01-31,PMT,997.82,ATM,5541,PMT POS REF637073,2024-01-31,USD,MTG,C0000074,RET,W,B012,724499.76,723501.9400000001,1,723501.9400000001
T000000193,A00000139,2024-01-31,INT,12.08,MOBILE,6011,INT ATM REF593704,2024-01-31,USD,MTG,C0000074,RET,W,B012,724499.76,724511.84,1,723514.02
T000000194,A00000141,2024-01-31,ADJ,191.16,MOBILE,6011,ADJ BRANCH REF299048,2024-01-31,USD,SAV,C0000075,PREM,MW,B037,-500.69,-309.53,4,-309.53
T000000195,A00000142,2024-01-31,WDR,96.79,BRANCH,7011,WDR ACH REF630709,2024-02-01,USD,CHK,C0000076,RET,MW,B014,1624.52,1527.73,3,1527.73
T000000196,A00000143,2024-01-31,WDR,39.07,ACH,4900,WDR ACH REF897772,2024-01-31,USD,MMA,C0000076,RET,MW,B027,14659.06,14619.99,3,14619.99
T000000197,A00000143,2024-01-31,DEP,190.06,POS,4900,DEP MOBILE REF647604,2024-01-31,USD,MMA,C0000076,RET,MW,B027,14659.06,14849.119999999999,3,14810.05
T000000198,A00000145,2024-01-31,FEE,12,MOBILE,7011,FEE BRANCH REF584634,2024-01-31,USD,CC,C0000077,RET,NW,B002,2510.92,2498.92,4,2498.92
T000000199,A00000146,2024-01-31,TRF,-39.19,POS,0000,TRF ONLINE REF526413,2024-01-31,USD,CHK,C0000078,RET,W,B017,2667.92,2628.73,3,2628.73
T000000200,A00000148,2024-01-31,WDR,1676.93,ONLINE,5912,FEE WIRE REF716606,2024-02-01,USD,CHK,C0000078,RET,W,B017,782.37,-894.5600000000001,3,-894.5600000000001
T000000201,A00000148,2024-01-31,TRF,-6.96,MOBILE,7011,TRF ACH REF342990,2024-01-31,USD,CHK,C0000078,RET,W,B017,782.37,775.41,3,-901.5200000000001
T000000202,A00000148,2024-01-31,DEP,35.89,ACH,5812,DEP ONLINE REF452635,2024-01-31,USD,CHK,C0000078,RET,W,B017,782.37,818.26,3,-865.6300000000001
T000000203,A00000152,2024-01-31,FEE,3,ATM,0000,FEE ACH REF753030,2024-01-31,USD,SAV,C0000080,PREM,NW,B035,2202.79,2199.79,6,2199.79
T000000204,A00000152,2024-01-31,TRF,202.32,ACH,5812,TRF ONLINE REF129423,2024-02-01,USD,SAV,C0000080,PREM,NW,B035,2202.79,2405.11,6,2402.11
T000000205,A00000152,2024-01-31,INT,134.16,ACH,5912,INT WIRE REF347421,2024-01-31,USD,SAV,C0000080,PREM,NW,B035,2202.79,2336.95,6,2536.27
T000000206,A00000154,2024-01-31,TRF,-984.85,ACH,0000,TRF ACH REF746379,2024-02-01,USD,CHK,C0000080,PREM,NW,B042,404.37,-580.48,6,-580.48
T000000207,A00000154,2024-01-31,WDR,229.12,WIRE,4900,WDR POS REF188060,2024-01-31,USD,CHK,C0000080,PREM,NW,B042,404.37,175.25,6,-809.6
T000000208,A00000154,2024-01-31,TRF,1.04,BRANCH,6011,TRF BRANCH REF489005,2024-01-31,USD,CHK,C0000080,PREM,NW,B042,404.37,405.41,6,-808.5600000000001
T000000209,A00000156,2024-01-31,CHG,12,BRANCH,5411,CHG POS REF897866,2024-01-31,USD,AUTO,C0000081,SMB,W,B023,55884.52,55872.52,3,55872.52
T000000210,A00000157,2024-01-31,CHG,9.95,ACH,7011,CHG BRANCH REF360873,2024-01-31,USD,CC,C0000082,RET,MW,B043,37.88,27.930000000000003,1,27.930000000000003
T000000211,A00000157,2024-01-31,REF,1549.75,ATM,7011,REF BRANCH REF244232,2024-01-31,USD,CC,C0000082,RET,MW,B043,37.88,1587.63,1,1577.68
T000000212,A00000157,2024-01-31,CHG,12,ACH,5812,CHG ONLINE REF250992,2024-01-31,USD,CC,C0000082,RET,MW,B043,37.88,25.880000000000003,1,1565.68
T000000213,A00000159,2024-01-31,DEP,29.05,POS,5912,DEP POS REF785144,2024-01-31,USD,SAV,C0000082,RET,MW,B007,-1812.97,-1783.92,1,-1783.92
T000000214,A00000159,2024-01-31,TRF,376.31,ATM,6011,TRF MOBILE REF679506,2024-01-31,USD,SAV,C0000082,RET,MW,B007,-1812.97,-1436.66,1,-1407.6100000000001
T000000215,A00000159,2024-01-31,WDR,83.1,WIRE,0000,WDR ACH REF876782,2024-01-31,USD,SAV,C0000082,RET,MW,B007,-1812.97,-1896.07,1,-1490.71
T000000216,A00000160,2024-01-31,TRF,27.67,WIRE,7011,TRF ATM REF631642,2024-01-31,USD,CHK,C0000083,COMM,SE,B005,15339.03,15366.7,2,15366.7
T000000217,A00000163,2024-01-31,CHG,25,ATM,7011,CHG ATM REF884025,2024-01-31,USD,CC,C0000084,RET,NW,B013,8098.19,8073.19,4,8073.19
T000000218,A00000170,2024-01-31,FEE,12,POS,6011,FEE POS REF717550,2024-01-31,USD,CHK,C0000090,RET,NE,B033,629.2,617.2,3,617.2
T000000219,A00000173,2024-01-31,CHG,3,ONLINE,6011,CHG BRANCH REF257850,2024-01-31,USD,MTG,C0000091,RET,NE,B014,387883.94,387880.94,5,387880.94
T000000220,A00000174,2024-01-31,PMT,2770.47,MOBILE,6011,PMT BRANCH REF704930,2024-01-31,USD,MTG,C0000092,RET,SE,B007,755173.82,752403.35,2,752403.35
T000000221,A00000174,2024-01-31,PMT,228.13,BRANCH,4900,PMT ACH REF846071,2024-01-31,USD,MTG,C0000092,RET,SE,B007,755173.82,754945.69,2,752175.22
T000000222,A00000174,2024-01-31,CHG,35,POS,4900,CHG MOBILE REF720729,2024-01-31,USD,MTG,C0000092,RET,SE,B007,755173.82,755138.82,2,752140.22
T000000223,A00000175,2024-01-31,DEP,184.15,ATM,6011,DEP MOBILE REF575244,2024-01-31,USD,SAV,C0000092,RET,SE,B007,30334.47,30518.620000000003,2,30518.620000000003
T000000224,A00000175,2024-01-31,FEE,12,WIRE,6011,FEE WIRE REF510913,2024-01-31,USD,SAV,C0000092,RET,SE,B007,30334.47,30322.47,2,30506.620000000003
T000000225,A00000176,2024-01-31,FEE,9.95,POS,5541,FEE BRANCH REF817005,2024-01-31,USD,SAV,C0000093,PB,SW,B030,478.13,468.18,5,468.18
T000000226,A00000177,2024-01-31,CHG,25,MOBILE,4900,CHG WIRE REF915407,2024-01-31,USD,PERS,C0000093,PB,SW,B021,29702.1,29677.1,5,29677.1
T000000227,A00000177,2024-01-31,PMT,1991.75,BRANCH,5541,PMT ONLINE REF597648,2024-01-31,USD,PERS,C0000093,PB,SW,B021,29702.1,27710.35,5,27685.35
T000000228,A00000178,2024-01-31,CHG,3,POS,7011,CHG ATM REF725121,2024-02-01,USD,AUTO,C0000093,PB,SW,B040,13553.48,13550.48,5,13550.48
T000000229,A00000178,2024-01-31,PMT,2341.05,MOBILE,4900,PMT ONLINE REF225400,2024-01-31,USD,AUTO,C0000093,PB,SW,B040,13553.48,11212.43,5,11209.43
T000000230,A00000178,2024-01-31,ADJ,-3097.24,MOBILE,5912,ADJ ACH REF716558,2024-01-31,USD,AUTO,C0000093,PB,SW,B040,13553.48,10456.24,5,8112.1900000000005
T000000231,A00000179,2024-01-31,CHG,25,ATM,5411,CHG WIRE REF715243,2024-01-31,USD,MTG,C0000094,PB,W,B014,212965.58,212940.58,7,212940.58
T000000232,A00000179,2024-01-31,PMT,755.24,WIRE,5912,PMT BRANCH REF588901,2024-01-31,USD,MTG,C0000094,PB,W,B014,212965.58,212210.34,7,212185.34
T000000233,A00000181,2024-01-31,CHG,12,ACH,5812,CHG ONLINE REF456227,2024-01-31,USD,MTG,C0000095,RET,W,B046,474119.93,474107.93,1,474107.93
T000000234,A00000181,2024-01-31,PMT,1725.59,ONLINE,4900,PMT ONLINE REF225530,2024-01-31,USD,MTG,C0000095,RET,W,B046,474119.93,472394.33999999997,1,472382.33999999997
T000000235,A00000182,2024-01-31,WDR,1467.46,BRANCH,6011,WDR ATM REF626144,2024-01-31,USD,MMA,C0000095,RET,W,B030,107085.87,105618.40999999999,1,105618.40999999999
T000000236,A00000182,2024-01-31,ADJ,90.96,WIRE,5411,ADJ MOBILE REF781587,2024-01-31,USD,MMA,C0000095,RET,W,B030,107085.87,107176.83,1,105709.37
T000000237,A00000182,2024-01-31,WDR,23.65,MOBILE,7011,WDR BRANCH REF856471,2024-01-31,USD,MMA,C0000095,RET,W,B030,107085.87,107062.22,1,105685.72
T000000238,A00000183,2024-01-31,WDR,532.91,POS,0000,WDR ATM REF175239,2024-01-31,USD,CHK,C0000096,PREM,SE,B031,668.96,136.05000000000007,3,136.05000000000007
T000000239,A00000183,2024-01-31,WDR,108.7,ATM,4900,WDR WIRE REF263336,2024-01-31,USD,CHK,C0000096,PREM,SE,B031,668.96,560.26,3,27.350000000000065
T000000240,A00000183,2024-01-31,WDR,11.48,BRANCH,5541,WDR POS REF986369,2024-01-31,USD,CHK,C0000096,PREM,SE,B031,668.96,657.48,3,15.870000000000065
T000000241,A00000185,2024-01-31,WDR,1.35,BRANCH,7011,WDR MOBILE REF728106,2024-01-31,USD,SAV,C0000097,RET,MW,B021,5516.21,5514.86,2,5514.86
T000000242,A00000185,2024-01-31,TRF,-109.26,WIRE,5411,TRF ONLINE REF536231,2024-01-31,USD,SAV,C0000097,RET,MW,B021,5516.21,5406.95,2,5405.599999999999
T000000243,A00000185,2024-01-31,WDR,36.38,ATM,4900,WDR BRANCH REF810880,2024-01-31,USD,SAV,C0000097,RET,MW,B021,5516.21,5479.83,2,5369.219999999999
T000000244,A00000187,2024-01-31,INT,71.7,WIRE,5912,INT POS REF949695,2024-01-31,USD,MTG,C0000098,PREM,W,B046,551888.67,551960.37,3,551960.37
T000000245,A00000187,2024-01-31,FEE,12,BRANCH,5812,FEE POS REF909037,2024-02-01,USD,MTG,C0000098,PREM,W,B046,551888.67,551876.67,3,551948.37
T000000246,A00000188,2024-01-31,WDR,1747106.49,ACH,7011,CHG POS REF999713,2024-01-31,USD,MTG,C0000098,PREM,W,B003,766914.3,-980192.19,3,-980192.19
T000000247,A00000189,2024-01-31,WDR,113,POS,7011,WDR ONLINE REF536650,2024-01-31,USD,CHK,C0000099,RET,NW,B005,9004.29,8891.29,7,8891.29
T000000248,A00000190,2024-01-31,PMT,1733.34,ONLINE,4900,PMT ATM REF749670,2024-01-31,USD,MTG,C0000099,RET,NW,B040,469742.87,468009.52999999997,7,468009.52999999997
T000000249,A00000190,2024-01-31,PMT,2033.64,ACH,6011,PMT MOBILE REF193803,2024-01-31,USD,MTG,C0000099,RET,NW,B040,469742.87,467709.23,7,465975.88999999996
T000000250,A00000190,2024-01-31,FEE,12,ATM,5541,FEE ONLINE REF373372,2024-01-31,USD,MTG,C0000099,RET,NW,B040,469742.87,469730.87,7,465963.88999999996
T000000251,A00000191,2024-01-31,DEP,89.89,POS,5541,DEP ACH REF514379,2024-01-31,USD,CHK,C0000099,RET,NW,B038,864.02,953.91,7,953.91
T000000252,A00000191,2024-01-31,DEP,13.68,BRANCH,7011,DEP MOBILE REF921930,2024-02-01,USD,CHK,C0000099,RET,NW,B038,864.02,877.6999999999999,7,967.5899999999999
T000000253,A00000193,2024-01-31,DEP,190.94,WIRE,7011,DEP BRANCH REF707059,2024-01-31,USD,CHK,C0000101,RET,W,B023,1031.04,1221.98,4,1221.98
T000000254,A00000196,2024-01-31,WDR,2.01,MOBILE,6011,WDR ACH REF635433,2024-01-31,USD,CD,C0000101,RET,W,B001,25608.92,25606.91,4,25606.91
T000000255,A00000197,2024-01-31,REF,1246.16,ACH,4900,REF ONLINE REF728345,2024-01-31,USD,MTG,C0000102,RET,W,B032,156819.42,158065.58000000002,3,158065.58000000002
T000000256,A00000198,2024-01-31,TRF,33.81,MOBILE,5411,TRF ONLINE REF621643,2024-01-31,USD,CD,C0000102,RET,W,B022,40407.73,40441.54,3,40441.54
T000000257,A00000199,2024-01-31,FEE,35,POS,5912,FEE POS REF272728,2024-01-31,USD,MTG,C0000103,SMB,MW,B039,328892.25,328857.25,3,328857.25
T000000258,A00000204,2024-01-31,PMT,1651.89,ONLINE,7011,PMT WIRE REF404538,2024-01-31,USD,HELC,C0000105,PB,NW,B032,53817.32,52165.43,5,52165.43
T000000259,A00000204,2024-01-31,PMT,1029.62,ACH,5541,PMT POS REF130123,2024-01-31,USD,HELC,C0000105,PB,NW,B032,53817.32,52787.7,5,51135.81
T000000260,A00000205,2024-01-31,CHG,3,WIRE,0000,CHG ACH REF972286,2024-01-31,USD,LOC,C0000106,COMM,NW,B017,30055.02,30052.02,6,30052.02
T000000261,A00000209,2024-01-31,WDR,9.64,MOBILE,5912,WDR ATM REF411962,2024-01-31,USD,SAV,C0000110,RET,MW,B019,24567.09,24557.45,2,24557.45
T000000262,A00000210,2024-01-31,PMT,914.82,ATM,4900,PMT POS REF919401,2024-01-31,USD,CC,C0000110,RET,MW,B025,2705.99,1791.1699999999996,2,1791.1699999999996
T000000263,A00000210,2024-01-31,INT,168.05,WIRE,5411,INT WIRE REF878149,2024-01-31,USD,CC,C0000110,RET,MW,B025,2705.99,2874.04,2,1959.2199999999996
T000000264,A00000210,2024-01-31,REF,911.08,MOBILE,5541,REF ATM REF767658,2024-01-31,USD,CC,C0000110,RET,MW,B025,2705.99,3617.0699999999997,2,2870.2999999999997
T000000265,A00000210,2024-01-31,INT,3.66,BRANCH,0000,INT ONLINE REF692868,2024-02-01,USD,CC,C0000110,RET,MW,B025,2705.99,2709.6499999999996,2,2873.9599999999996
T000000266,A00000210,2024-01-31,PMT,942.54,ATM,6011,PMT ACH REF308235,2024-01-31,USD,CC,C0000110,RET,MW,B025,2705.99,1763.4499999999998,2,1931.4199999999996
T000000267,A00000210,2024-01-31,CHG,12,POS,7011,CHG POS REF824698,2024-01-31,USD,CC,C0000110,RET,MW,B025,2705.99,2693.99,2,1919.4199999999996
T000000268,A00000211,2024-01-31,WDR,1744.35,BRANCH,4900,WDR ACH REF271686,2024-01-31,USD,CHK,C0000110,RET,MW,B018,575.05,-1169.3,2,-1169.3
T000000269,A00000211,2024-01-31,WDR,509.51,ATM,7011,WDR WIRE REF870491,2024-01-31,USD,CHK,C0000110,RET,MW,B018,575.05,65.53999999999996,2,-1678.81
T000000270,A00000211,2024-01-31,WDR,427.38,ATM,0000,WDR ONLINE REF258087,2024-01-31,USD,CHK,C0000110,RET,MW,B018,575.05,147.66999999999996,2,-2106.19
T000000271,A00000213,2024-01-31,PMT,834.59,BRANCH,4900,PMT ONLINE REF624571,2024-02-01,USD,CC,C0000111,RET,MW,B021,3538.52,2703.93,4,2703.93
T000000272,A00000214,2024-01-31,CHG,3,ATM,5912,CHG WIRE REF603836,2024-01-31,USD,CC,C0000112,RET,W,B002,5511.35,5508.35,3,5508.35
T000000273,A00000216,2024-01-31,TRF,-101.04,ACH,5541,TRF BRANCH REF679223,2024-01-31,USD,MMA,C0000113,RET,NE,B009,223745.05,223644.00999999998,3,223644.00999999998
T000000274,A00000217,2024-01-31,CHG,12,POS,0000,CHG ATM REF803546,2024-01-31,USD,AUTO,C0000114,RET,W,B011,20766.64,20754.64,2,20754.64
T000000275,A00000219,2024-01-31,CHG,3,ACH,5541,CHG POS REF648950,2024-01-31,USD,MTG,C0000116,RET,NW,B011,138748.84,138745.84,6,138745.84
T000000276,A00000220,2024-01-31,PMT,1299.49,ACH,4900,PMT WIRE REF567805,2024-01-31,USD,CC,C0000116,RET,NW,B040,2290.71,991.22,6,991.22
T000000277,A00000220,2024-01-31,CHG,9.95,BRANCH,5812,CHG ACH REF430566,2024-01-31,USD,CC,C0000116,RET,NW,B040,2290.71,2280.76,6,981.27
T000000278,A00000220,2024-01-31,PMT,368.88,ATM,5541,PMT POS REF283568,2024-01-31,USD,CC,C0000116,RET,NW,B040,2290.71,1921.83,6,612.39
T000000279,A00000222,2024-01-31,CHG,3,MOBILE,5411,CHG ATM REF913224,2024-01-31,USD,PERS,C0000117,RET,SE,B015,28092.93,28089.93,4,28089.93
T000000280,A00000222,2024-01-31,PMT,2134.93,MOBILE,4900,PMT MOBILE REF982162,2024-01-31,USD,PERS,C0000117,RET,SE,B015,28092.93,25958,4,25955
T000000281,A00000223,2024-01-31,DEP,120.67,WIRE,5541,DEP ATM REF908558,2024-01-31,USD,CHK,C0000117,RET,SE,B014,33685.09,33805.759999999995,4,33805.759999999995
T000000282,A00000223,2024-01-31,DEP,49.4,POS,6011,DEP POS REF290008,2024-02-01,USD,CHK,C0000117,RET,SE,B014,33685.09,33734.49,4,33855.159999999996
T000000283,A00000223,2024-01-31,WDR,351.83,ATM,5411,WDR BRANCH REF826817,2024-01-31,USD,CHK,C0000117,RET,SE,B014,33685.09,33333.259999999995,4,33503.329999999994
T000000284,A00000223,2024-01-31,INT,197.72,WIRE,5411,INT BRANCH REF670818,2024-02-01,USD,CHK,C0000117,RET,SE,B014,33685.09,33882.81,4,33701.049999999996
T000000285,A00000223,2024-01-31,REV,36.07,POS,5812,REV ACH REF870852,2024-01-31,USD,CHK,C0000117,RET,SE,B014,33685.09,33721.159999999996,4,33737.119999999995
T000000286,A00000223,2024-01-31,DEP,28.12,ACH,7011,DEP ATM REF583165,2024-02-01,USD,CHK,C0000117,RET,SE,B014,33685.09,33713.21,4,33765.24
T000000287,A00000224,2024-01-31,CHG,25,ONLINE,6011,CHG MOBILE REF812763,2024-01-31,USD,PERS,C0000118,RET,NE,B012,32974.08,32949.08,2,32949.08
T000000288,A00000224,2024-01-31,FEE,12,POS,5411,FEE MOBILE REF435954,2024-01-31,USD,PERS,C0000118,RET,NE,B012,32974.08,32962.08,2,32937.08
T000000289,A00000224,2024-01-31,CHG,12,ACH,5411,CHG MOBILE REF486440,2024-01-31,USD,PERS,C0000118,RET,NE,B012,32974.08,32962.08,2,32925.08
T000000290,A00000228,2024-01-31,TRF,125.86,ACH,5541,TRF MOBILE REF918710,2024-01-31,USD,CHK,C0000119,RET,NE,B008,2041.55,2167.41,3,2167.41
T000000291,A00000228,2024-01-31,DEP,22.56,POS,4900,DEP ACH REF874623,2024-01-31,USD,CHK,C0000119,RET,NE,B008,2041.55,2064.11,3,2189.97
T000000292,A00000230,2024-01-31,PMT,1432.16,ACH,5912,PMT ATM REF384623,2024-01-31,USD,MTG,C0000120,RET,W,B025,160984.52,159552.36,3,159552.36
T000000293,A00000231,2024-01-31,TRF,-70.77,BRANCH,7011,TRF ONLINE REF567932,2024-01-31,USD,SAV,C0000120,RET,W,B010,28375.84,28305.07,3,28305.07
T000000294,A00000233,2024-01-31,TRF,23.46,MOBILE,5411,TRF ACH REF210920,2024-01-31,USD,SAV,C0000122,RET,NE,B048,703.02,726.48,5,726.48
T000000295,A00000235,2024-01-31,WDR,93.18,BRANCH,6011,WDR ATM REF160101,2024-01-31,USD,SAV,C0000123,RET,SE,B025,4973.04,4879.86,3,4879.86
T000000296,A00000235,2024-01-31,WDR,49.21,ATM,4900,WDR ATM REF363725,2024-01-31,USD,SAV,C0000123,RET,SE,B025,4973.04,4923.83,3,4830.65
T000000297,A00000237,2024-01-31,DEP,8.41,BRANCH,5541,DEP MOBILE REF180644,2024-01-31,USD,SAV,C0000125,RET,SW,B033,3744.76,3753.17,3,3753.17
T000000298,A00000237,2024-01-31,WDR,473.42,MOBILE,5912,WDR ATM REF264285,2024-01-31,USD,SAV,C0000125,RET,SW,B033,3744.76,3271.34,3,3279.75
T000000299,A00000237,2024-01-31,WDR,14.12,WIRE,6011,WDR ONLINE REF659791,2024-01-31,USD,SAV,C0000125,RET,SW,B033,3744.76,3730.6400000000003,3,3265.63
T000000300,A00000237,2024-01-31,INT,8.64,POS,4900,INT MOBILE REF219280,2024-01-31,USD,SAV,C0000125,RET,SW,B033,3744.76,3753.4,3,3274.27
T000000301,A00000237,2024-01-31,WDR,291.71,BRANCH,5541,WDR BRANCH REF240141,2024-02-01,USD,SAV,C0000125,RET,SW,B033,3744.76,3453.05,3,2982.56
T000000302,A00000237,2024-01-31,TRF,-55.83,ACH,5912,TRF MOBILE REF184307,2024-01-31,USD,SAV,C0000125,RET,SW,B033,3744.76,3688.9300000000003,3,2926.73
T000000303,A00000239,2024-01-31,PMT,853.94,ONLINE,5812,PMT POS REF629323,2024-01-31,USD,MTG,C0000126,RET,SW,B034,300050.62,299196.68,2,299196.68
T000000304,A00000239,2024-01-31,PMT,2774.42,POS,6011,PMT MOBILE REF111262,2024-02-01,USD,MTG,C0000126,RET,SW,B034,300050.62,297276.2,2,296422.26
T000000305,A00000239,2024-01-31,CHG,25,WIRE,0000,CHG ACH REF276207,2024-01-31,USD,MTG,C0000126,RET,SW,B034,300050.62,300025.62,2,296397.26
